Statement Date,Transaction Date,UXR,Item Description,EDI Address,Party ID,Form Type,Internal Reference #1,Internal Reference #2,Internal Reference #3,Internal Reference #4,Internal Reference #5,User,TDEC Transaction,Import/Export Declaration Charge,TDEC Clothing Levy Charge,TDEC Penalty Charge,Total
14/8/2024,12/8/2024,4A39KJEA009RBQ,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,31.9,,,48.5
14/8/2024,12/8/2024,4A39KJEA009RCP,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,27.4,,,44
14/8/2024,12/8/2024,4A39KJEA009RDO,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,43.7,,,60.3
14/8/2024,12/8/2024,4A39KJEA009REN,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,197.5,,,214.1
14/8/2024,12/8/2024,4A39KJEA009RFM,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,44.2,,,60.8
14/8/2024,12/8/2024,4A39KJEA009RGL,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,12/8/2024,4A39KJEA009RHK,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,2,,,18.6
14/8/2024,12/8/2024,4A39KJEA009RIJ,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,101.4,,,118
14/8/2024,12/8/2024,4A39KJEA009RJI,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,20.4,,,37
14/8/2024,12/8/2024,4A39KJEA009RKH,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,3.4,,,20
14/8/2024,12/8/2024,4A39KJEA009RLG,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,36.5,,,53.1
14/8/2024,12/8/2024,4A39KJEA009RMF,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,34.1,,,50.7
14/8/2024,12/8/2024,4A39KJEA009RNE,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,5.6,,,22.2
14/8/2024,12/8/2024,4A39KJEA009ROD,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,36.6,,,53.2
14/8/2024,12/8/2024,4A39KJEA009RPC,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,139.6,,,156.2
14/8/2024,12/8/2024,4A39KJEA009RQB,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,12/8/2024,4A39KJEA009RRA,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,70.4,,,87
14/8/2024,12/8/2024,4A39KJEA009RS9,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,55.5,,,72.1
14/8/2024,12/8/2024,4A39KJEA009RT8,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,180.7,,,197.3
14/8/2024,12/8/2024,4A39KJEA009RU7,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,19.7,,,36.3
14/8/2024,12/8/2024,4A39KJEA009RV6,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,40.2,,,56.8
14/8/2024,12/8/2024,4A39KJEA009RW5,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,74.6,,,91.2
14/8/2024,12/8/2024,4A39KJEA009RX4,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,8.7,,,25.3
14/8/2024,12/8/2024,4A39KJEA009RY3,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,6.7,,,23.3
14/8/2024,12/8/2024,4A39KJEA009S0U,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Import Form 1,,,,,,tmka92634,16.6,5.2,,,21.8
14/8/2024,12/8/2024,4A39KJEA009RZ2,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,15,,,31.6
14/8/2024,12/8/2024,4A39KJEA009S1T,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,14.9,,,31.5
14/8/2024,12/8/2024,4A39KJEA009S2S,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,136.9,,,153.5
14/8/2024,12/8/2024,4A39KJEA009S3R,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,12/8/2024,4A39KJEA009S4Q,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,12/8/2024,4A39KJEA009S5P,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,43.9,,,60.5
14/8/2024,12/8/2024,4A39KJEA009S6O,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,89.9,,,106.5
14/8/2024,12/8/2024,4A39KJEA009S7N,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Import Form 1A,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,12/8/2024,4A39KJEA009S8M,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,12/8/2024,4A39KJEA009SAK,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,84.4,,,101
14/8/2024,12/8/2024,4A39KJEA009S9L,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,49.2,,,65.8
14/8/2024,12/8/2024,4A39KJEA009SBJ,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,12/8/2024,4A39KJEA009SCI,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,12/8/2024,4A39KJEA009SDH,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Import Form 1,,,,,,tmka92634,16.6,1,,,17.6
14/8/2024,12/8/2024,4A39KJEA009SEG,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,13/8/2024,4A39KJEA009SFF,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,30.9,,,47.5
14/8/2024,13/8/2024,4A39KJEA009SGE,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,30.2,,,46.8
14/8/2024,13/8/2024,4A39KJEA009SHD,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,22,,,38.6
14/8/2024,13/8/2024,4A39KJEA009SIC,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,12.1,,,28.7
14/8/2024,13/8/2024,4A39KJEA009SJB,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,29.6,,,46.2
14/8/2024,13/8/2024,4A39KJEA009SKA,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,21.2,,,37.8
14/8/2024,13/8/2024,4A39KJEA009SL9,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,22.1,,,38.7
14/8/2024,13/8/2024,4A39KJEA009SM8,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,13/8/2024,4A39KJEA009SN7,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,18,,,34.6
14/8/2024,13/8/2024,4A39KJEA009SO6,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,30,,,46.6
14/8/2024,13/8/2024,4A39KJEA009SP5,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,13/8/2024,4A39KJEA009SQ4,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,9.5,,,26.1
14/8/2024,13/8/2024,4A39KJEA009SR3,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,168.7,,,185.3
14/8/2024,13/8/2024,4A39KJEA009SS2,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,13/8/2024,4A39KJEA009ST1,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,13/8/2024,4A39KJEA009SU0,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,13/8/2024,4A39KJEA009SVZ,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,196.9,,,213.5
14/8/2024,13/8/2024,4A39KJEA009SWY,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,13/8/2024,4A39KJEA009SXX,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,10.9,,,27.5
14/8/2024,13/8/2024,4A39KJEA009SYW,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,31.7,,,48.3
14/8/2024,13/8/2024,4A39KJEA009SZV,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,20.7,,,37.3
14/8/2024,13/8/2024,4A39KJEA009T0N,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,13.5,,,30.1
14/8/2024,13/8/2024,4A39KJEA009T1M,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,13/8/2024,4A39KJEA009T2L,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,13/8/2024,4A39KJEA009T3K,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,14.1,,,30.7
14/8/2024,13/8/2024,4A39KJEA009T4J,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,155.9,,,172.5
14/8/2024,13/8/2024,4A39KJEA009T5I,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,13/8/2024,4A39KJEA009T6H,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,49.1,,,65.7
14/8/2024,13/8/2024,4A39KJEA009T7G,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,36.1,,,52.7
14/8/2024,13/8/2024,4A39KJEA009T8F,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,55.1,,,71.7
14/8/2024,14/8/2024,4A39KJEA009T9E,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,34.1,,,50.7
14/8/2024,14/8/2024,4A39KJEA009TAD,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,158.7,,,175.3
14/8/2024,14/8/2024,4A39KJEA009TBC,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,14/8/2024,4A39KJEA009TCB,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,14/8/2024,4A39KJEA009TDA,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,48.2,,,64.8
14/8/2024,14/8/2024,4A39KJEA009TE9,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,56,,,72.6
14/8/2024,14/8/2024,4A39KJEA009TF8,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,14.7,,,31.3
14/8/2024,14/8/2024,4A39KJEA009TG7,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,14.4,,,31
14/8/2024,14/8/2024,4A39KJEA009TH6,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,115.4,,,132
14/8/2024,14/8/2024,4A39KJEA009TI5,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,13,,,29.6
14/8/2024,14/8/2024,4A39KJEA009TJ4,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,21.9,,,38.5
14/8/2024,14/8/2024,4A39KJEA009TK3,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,0.2,,,16.8
14/8/2024,14/8/2024,4A39KJEA009TL2,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,2.2,,,18.8
14/8/2024,14/8/2024,4A39KJEA009TM1,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,26,,,42.6
14/8/2024,14/8/2024,4A39KJEA009TN0,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,85.6,,,102.2
14/8/2024,14/8/2024,4A39KJEA009TOZ,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,2.6,,,19.2
14/8/2024,14/8/2024,4A39KJEA009TPY,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,7.9,,,24.5
14/8/2024,14/8/2024,4A39KJEA009TQX,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,34.1,,,50.7
14/8/2024,14/8/2024,4A39KJEA009TRW,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,133.9,,,150.5
14/8/2024,14/8/2024,4A39KJEA009TSV,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,94,,,110.6
14/8/2024,14/8/2024,4A39KJEA009TTU,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,62.6,,,79.2
14/8/2024,14/8/2024,4A39KJEA009TVS,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,14/8/2024,4A39KJEA009TUT,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,14/8/2024,4A39KJEA009TWR,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,20.6,,,37.2
14/8/2024,14/8/2024,4A39KJEA009TXQ,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,5.5,,,22.1
14/8/2024,14/8/2024,4A39KJEA009TYP,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,200,,,216.6
14/8/2024,14/8/2024,4A39KJEA009TZO,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,77.9,,,94.5
14/8/2024,14/8/2024,4A39KJEA009U0G,TDEC TRANSACTION,39958258001.TL,39958258001.TL,Export Form 2,,,,,,tmka92634,16.6,7.9,,,24.5
Transaction number,718,,,,,,,,,,,,11918.8,48359.7,0,80,60358.5
